geo,year,percent,age
MT,2016,8.2,Y25-34
NL,2016,0.8,Y25-34
NO,2016,8.2,Y25-34
PL,2016,8.6,Y25-34
PT,2016,5.7,Y25-34
RO,2016,4.8,Y25-34
RS,2016,:,Y25-34
SE,2016,8.6,Y25-34
SI,2016,7.6,Y25-34
SK,2016,13.4,Y25-34
TR,2016,:,Y25-34
UK,2016,11,Y25-34
AL,2016,:,Y35-44
AT,2016,:,Y35-44
BE,2016,5.4,Y35-44
BG,2016,19.8,Y35-44
CH,2016,17,Y35-44
CY,2016,8.4,Y35-44
CZ,2016,27.1,Y35-44
DE,2016,:,Y35-44
DK,2016,16.3,Y35-44
EE,2016,:,Y35-44
EL,2016,:,Y35-44
ES,2016,11.9,Y35-44
FI,2016,18.5,Y35-44
FR,2016,13.1,Y35-44
HR,2016,11.9,Y35-44
HU,2016,19.7,Y35-44
IE,2016,12.9,Y35-44
IS,2016,18.1,Y35-44
IT,2016,5.7,Y35-44
LT,2016,19.4,Y35-44
LU,2016,:,Y35-44
LV,2016,23.5,Y35-44
ME,2016,:,Y35-44
MK,2016,:,Y35-44
MT,2016,15.3,Y35-44
NL,2016,10.4,Y35-44
NO,2016,13.4,Y35-44
PL,2016,11.8,Y35-44
PT,2016,12.6,Y35-44
RO,2016,5.6,Y35-44
RS,2016,:,Y35-44
SE,2016,14.8,Y35-44
SI,2016,10.6,Y35-44
SK,2016,24.2,Y35-44
TR,2016,:,Y35-44
UK,2016,21.6,Y35-44
AL,2016,:,Y45-54
AT,2016,:,Y45-54
BE,2016,6.3,Y45-54
BG,2016,17.3,Y45-54
CH,2016,23.1,Y45-54
CY,2016,20.1,Y45-54
CZ,2016,23.5,Y45-54
DE,2016,:,Y45-54
DK,2016,18.5,Y45-54
EE,2016,:,Y45-54
EL,2016,:,Y45-54
ES,2016,16.8,Y45-54
FI,2016,20.2,Y45-54
FR,2016,19.1,Y45-54
HR,2016,15.5,Y45-54
HU,2016,15.8,Y45-54
IE,2016,23.3,Y45-54
IS,2016,23.5,Y45-54
IT,2016,6.4,Y45-54
LT,2016,10.9,Y45-54
LU,2016,:,Y45-54
LV,2016,17.2,Y45-54
ME,2016,:,Y45-54
MK,2016,:,Y45-54
MT,2016,14.9,Y45-54
NL,2016,21.2,Y45-54
NO,2016,18,Y45-54
PL,2016,6.9,Y45-54
PT,2016,21.3,Y45-54
RO,2016,1.8,Y45-54
RS,2016,:,Y45-54
SE,2016,16,Y45-54
SI,2016,11.9,Y45-54
SK,2016,22,Y45-54
TR,2016,:,Y45-54
UK,2016,27.9,Y45-54
AL,2016,:,Y55-64
AT,2016,:,Y55-64
BE,2016,12.4,Y55-64
BG,2016,6.9,Y55-64
CH,2016,24.5,Y55-64
CY,2016,19.8,Y55-64
CZ,2016,15.2,Y55-64
DE,2016,:,Y55-64
DK,2016,16.3,Y55-64
EE,2016,:,Y55-64
EL,2016,:,Y55-64
ES,2016,22.6,Y55-64
FI,2016,21.6,Y55-64
FR,2016,21.7,Y55-64
HR,2016,7.1,Y55-64
HU,2016,7.7,Y55-64
IE,2016,25,Y55-64
IS,2016,21,Y55-64
IT,2016,5.7,Y55-64
LT,2016,10.4,Y55-64
LU,2016,:,Y55-64
LV,2016,16.2,Y55-64
ME,2016,:,Y55-64
MK,2016,:,Y55-64
MT,2016,10.2,Y55-64
NL,2016,22.5,Y55-64
NO,2016,20.7,Y55-64
PL,2016,2.5,Y55-64
PT,2016,16.3,Y55-64
RO,2016,-1.2,Y55-64
RS,2016,:,Y55-64
SE,2016,16,Y55-64
SI,2016,6.1,Y55-64
SK,2016,16.8,Y55-64
TR,2016,:,Y55-64
UK,2016,26.4,Y55-64
AL,2016,:,Y_GE65
AT,2016,:,Y_GE65
BE,2016,:,Y_GE65
BG,2016,-4.7,Y_GE65
CH,2016,27.6,Y_GE65
CY,2016,38.9,Y_GE65
CZ,2016,20.7,Y_GE65
DE,2016,:,Y_GE65
DK,2016,11.5,Y_GE65
EE,2016,:,Y_GE65
EL,2016,:,Y_GE65
ES,2016,43.9,Y_GE65
FI,2016,25.1,Y_GE65
FR,2016,28.5,Y_GE65
HR,2016,7.6,Y_GE65
HU,2016,22.3,Y_GE65
IE,2016,27.1,Y_GE65
IS,2016,20.6,Y_GE65
IT,2016,:,Y_GE65
LT,2016,9.9,Y_GE65
LU,2016,:,Y_GE65
LV,2016,19.1,Y_GE65
ME,2016,:,Y_GE65
MK,2016,:,Y_GE65
MT,2016,24.1,Y_GE65
NL,2016,17.7,Y_GE65
NO,2016,19.6,Y_GE65
PL,2016,-16.5,Y_GE65
PT,2016,38.1,Y_GE65
RO,2016,0.3,Y_GE65
RS,2016,:,Y_GE65
SE,2016,14.8,Y_GE65
SI,2016,6.6,Y_GE65
SK,2016,20.6,Y_GE65
TR,2016,:,Y_GE65
UK,2016,26.2,Y_GE65
AL,2016,:,Y_LT25
AT,2016,:,Y_LT25
BE,2016,-0.8,Y_LT25
BG,2016,8,Y_LT25
CH,2016,3.8,Y_LT25
CY,2016,8.4,Y_LT25
CZ,2016,11.3,Y_LT25
DE,2016,:,Y_LT25
DK,2016,6.2,Y_LT25
EE,2016,:,Y_LT25
EL,2016,:,Y_LT25
ES,2016,4.7,Y_LT25
FI,2016,5,Y_LT25
FR,2016,-0.2,Y_LT25
HR,2016,4.4,Y_LT25
HU,2016,3.7,Y_LT25
IE,2016,3,Y_LT25
IS,2016,2.2,Y_LT25
IT,2016,16,Y_LT25
LT,2016,14.6,Y_LT25
LU,2016,:,Y_LT25
LV,2016,11.6,Y_LT25
ME,2016,:,Y_LT25
MK,2016,:,Y_LT25
MT,2016,2.7,Y_LT25
NL,2016,2.1,Y_LT25
NO,2016,1.7,Y_LT25
PL,2016,7.3,Y_LT25
PT,2016,3.4,Y_LT25
RO,2016,2.2,Y_LT25
RS,2016,:,Y_LT25
SE,2016,4.8,Y_LT25
SI,2016,7.7,Y_LT25
SK,2016,11.1,Y_LT25
TR,2016,:,Y_LT25
UK,2016,5.1,Y_LT25
AL,2015,:,Y25-34
AT,2015,:,Y25-34
BE,2015,1.7,Y25-34
BG,2015,15.6,Y25-34
CH,2015,8.5,Y25-34
CY,2015,0.3,Y25-34
CZ,2015,13.3,Y25-34
DE,2015,:,Y25-34
DK,2015,11.1,Y25-34
EE,2015,:,Y25-34
EL,2015,:,Y25-34
ES,2015,7,Y25-34
FI,2015,10.9,Y25-34
FR,2015,8.9,Y25-34
HR,2015,:,Y25-34
HU,2015,9.1,Y25-34
IE,2015,0.4,Y25-34
IS,2015,9.8,Y25-34
IT,2015,4.8,Y25-34
LT,2015,16.5,Y25-34
LU,2015,:,Y25-34
LV,2015,16.4,Y25-34
ME,2015,:,Y25-34
MK,2015,:,Y25-34
MT,2015,7.6,Y25-34
NL,2015,1.1,Y25-34
NO,2015,9.5,Y25-34
PL,2015,9.2,Y25-34
PT,2015,7.2,Y25-34
RO,2015,2.9,Y25-34
RS,2015,:,Y25-34
SE,2015,9.5,Y25-34
SI,2015,7.4,Y25-34
SK,2015,14.5,Y25-34
TR,2015,:,Y25-34
UK,2015,9.7,Y25-34
AL,2015,:,Y35-44
AT,2015,:,Y35-44
BE,2015,5.6,Y35-44
BG,2015,20.9,Y35-44
CH,2015,17.5,Y35-44
CY,2015,9.4,Y35-44
CZ,2015,28.1,Y35-44
DE,2015,:,Y35-44
DK,2015,16.6,Y35-44
EE,2015,:,Y35-44
EL,2015,:,Y35-44
ES,2015,10.1,Y35-44
FI,2015,18.7,Y35-44
FR,2015,12.9,Y35-44
HR,2015,:,Y35-44
HU,2015,19.2,Y35-44
IE,2015,12.8,Y35-44
IS,2015,18.6,Y35-44
IT,2015,5.6,Y35-44
LT,2015,20,Y35-44
LU,2015,:,Y35-44
LV,2015,24,Y35-44
ME,2015,:,Y35-44
MK,2015,:,Y35-44
MT,2015,14.4,Y35-44
NL,2015,10.9,Y35-44
NO,2015,15.6,Y35-44
PL,2015,12.5,Y35-44
PT,2015,13.9,Y35-44
RO,2015,6.1,Y35-44
RS,2015,:,Y35-44
SE,2015,15.6,Y35-44
SI,2015,10.6,Y35-44
SK,2015,24.6,Y35-44
TR,2015,:,Y35-44
UK,2015,21.4,Y35-44
AL,2015,:,Y45-54
AT,2015,:,Y45-54
BE,2015,7.1,Y45-54
BG,2015,18.5,Y45-54
CH,2015,23.3,Y45-54
CY,2015,22.4,Y45-54
CZ,2015,24.5,Y45-54
DE,2015,:,Y45-54
DK,2015,18.4,Y45-54
EE,2015,:,Y45-54
EL,2015,:,Y45-54
ES,2015,16.6,Y45-54
FI,2015,20.2,Y45-54
FR,2015,18.9,Y45-54
HR,2015,:,Y45-54
HU,2015,16.2,Y45-54
IE,2015,23.8,Y45-54
IS,2015,26.7,Y45-54
IT,2015,7.4,Y45-54
LT,2015,11.3,Y45-54
LU,2015,:,Y45-54
LV,2015,17.1,Y45-54
ME,2015,:,Y45-54
MK,2015,:,Y45-54
MT,2015,14.7,Y45-54
NL,2015,21.4,Y45-54
NO,2015,19.6,Y45-54
PL,2015,6.1,Y45-54
PT,2015,22.8,Y45-54
RO,2015,3.4,Y45-54
RS,2015,:,Y45-54
SE,2015,17,Y45-54
SI,2015,11.6,Y45-54
SK,2015,22.2,Y45-54
TR,2015,:,Y45-54
UK,2015,29,Y45-54
AL,2015,:,Y55-64
AT,2015,:,Y55-64
BE,2015,14.2,Y55-64
BG,2015,7.5,Y55-64
CH,2015,24.5,Y55-64
CY,2015,23.8,Y55-64
CZ,2015,15.9,Y55-64
DE,2015,:,Y55-64
DK,2015,16.5,Y55-64
EE,2015,:,Y55-64
EL,2015,:,Y55-64
ES,2015,22.7,Y55-64
FI,2015,22.1,Y55-64
FR,2015,21.4,Y55-64
HR,2015,:,Y55-64
HU,2015,9.4,Y55-64
IE,2015,25.5,Y55-64
IS,2015,22.9,Y55-64
IT,2015,6.3,Y55-64
LT,2015,11.4,Y55-64
LU,2015,:,Y55-64
LV,2015,16.2,Y55-64
ME,2015,:,Y55-64
MK,2015,:,Y55-64
MT,2015,9.7,Y55-64
NL,2015,22.3,Y55-64
NO,2015,21.9,Y55-64
PL,2015,4.3,Y55-64
PT,2015,19.8,Y55-64
RO,2015,0.8,Y55-64
RS,2015,:,Y55-64
SE,2015,16.1,Y55-64
SI,2015,5.7,Y55-64
SK,2015,17.6,Y55-64
TR,2015,:,Y55-64
UK,2015,26.2,Y55-64
AL,2015,:,Y_GE65
AT,2015,:,Y_GE65
BE,2015,14.4,Y_GE65
BG,2015,-0.2,Y_GE65
CH,2015,29.9,Y_GE65
CY,2015,47.7,Y_GE65
CZ,2015,23.6,Y_GE65
DE,2015,:,Y_GE65
DK,2015,11.6,Y_GE65
EE,2015,:,Y_GE65
EL,2015,:,Y_GE65
ES,2015,48.2,Y_GE65
FI,2015,24.4,Y_GE65
FR,2015,28.8,Y_GE65
HR,2015,:,Y_GE65
HU,2015,19.2,Y_GE65
IE,2015,27.5,Y_GE65
IS,2015,22.3,Y_GE65
IT,2015,:,Y_GE65
LT,2015,12.3,Y_GE65
LU,2015,:,Y_GE65
LV,2015,17.8,Y_GE65
ME,2015,:,Y_GE65
MK,2015,:,Y_GE65
MT,2015,21.1,Y_GE65
NL,2015,18.7,Y_GE65
NO,2015,21.1,Y_GE65
PL,2015,-10.7,Y_GE65
PT,2015,41,Y_GE65
RO,2015,8.9,Y_GE65
RS,2015,:,Y_GE65
SE,2015,16.6,Y_GE65
SI,2015,3.6,Y_GE65
SK,2015,20.5,Y_GE65
TR,2015,:,Y_GE65
UK,2015,28.4,Y_GE65
AL,2015,:,Y_LT25
AT,2015,:,Y_LT25
BE,2015,-1.4,Y_LT25
BG,2015,8.4,Y_LT25
CH,2015,4.3,Y_LT25
CY,2015,6,Y_LT25
CZ,2015,12,Y_LT25
DE,2015,:,Y_LT25
DK,2015,5.9,Y_LT25
EE,2015,:,Y_LT25
EL,2015,:,Y_LT25
ES,2015,9.2,Y_LT25
FI,2015,3.7,Y_LT25
FR,2015,-2,Y_LT25
HR,2015,:,Y_LT25
HU,2015,3.3,Y_LT25
IE,2015,2.9,Y_LT25
IS,2015,3,Y_LT25
IT,2015,10.7,Y_LT25
LT,2015,14.2,Y_LT25
LU,2015,:,Y_LT25
LV,2015,12.2,Y_LT25
ME,2015,:,Y_LT25
MK,2015,:,Y_LT25
MT,2015,0.6,Y_LT25
NL,2015,2.2,Y_LT25
NO,2015,2.4,Y_LT25
PL,2015,8,Y_LT25
PT,2015,6.8,Y_LT25
RO,2015,0.6,Y_LT25
RS,2015,:,Y_LT25
SE,2015,6.2,Y_LT25
SI,2015,8.2,Y_LT25
SK,2015,12.3,Y_LT25
TR,2015,:,Y_LT25
UK,2015,6.5,Y_LT25
AL,2014,:,Y25-34
AT,2014,14.1,Y25-34
BE,2014,1.1,Y25-34
BG,2014,13.7,Y25-34
CH,2014,7.6,Y25-34
CY,2014,-0.9,Y25-34
CZ,2014,12.9,Y25-34
DE,2014,11.9,Y25-34
DK,2014,11.7,Y25-34
EE,2014,:,Y25-34
EL,2014,2.1,Y25-34
ES,2014,6.6,Y25-34
FI,2014,11.6,Y25-34
FR,2014,8.4,Y25-34
HR,2014,1.7,Y25-34
HU,2014,10.2,Y25-34
IE,2014,2.5,Y25-34
IS,2014,9.6,Y25-34
IT,2014,6.2,Y25-34
LT,2014,13.1,Y25-34
LU,2014,-5,Y25-34
LV,2014,14.7,Y25-34
ME,2014,1.8,Y25-34
MK,2014,5.3,Y25-34
MT,2014,5.8,Y25-34
NL,2014,-0.8,Y25-34
NO,2014,8.3,Y25-34
PL,2014,9.8,Y25-34
PT,2014,5.3,Y25-34
RO,2014,1.1,Y25-34
RS,2014,6.9,Y25-34
SE,2014,9.2,Y25-34
SI,2014,6.3,Y25-34
SK,2014,13.2,Y25-34
TR,2014,-12.3,Y25-34
UK,2014,8.5,Y25-34
AL,2014,:,Y35-44
AT,2014,22,Y35-44
BE,2014,5.7,Y35-44
BG,2014,19.9,Y35-44
CH,2014,15.7,Y35-44
CY,2014,10.8,Y35-44
CZ,2014,28.3,Y35-44
DE,2014,21.9,Y35-44
DK,2014,17.6,Y35-44
EE,2014,:,Y35-44
EL,2014,8.4,Y35-44
ES,2014,11.5,Y35-44
FI,2014,19.6,Y35-44
FR,2014,13.2,Y35-44
HR,2014,13.4,Y35-44
HU,2014,19.9,Y35-44
IE,2014,12,Y35-44
IS,2014,18.8,Y35-44
IT,2014,6.3,Y35-44
LT,2014,18.8,Y35-44
LU,2014,0.5,Y35-44
LV,2014,22.7,Y35-44
ME,2014,6.6,Y35-44
MK,2014,9,Y35-44
MT,2014,13.2,Y35-44
NL,2014,14.1,Y35-44
NO,2014,14.2,Y35-44
PL,2014,13.1,Y35-44
PT,2014,12,Y35-44
RO,2014,6.7,Y35-44
RS,2014,9.3,Y35-44
SE,2014,15.7,Y35-44
SI,2014,9.1,Y35-44
SK,2014,25.8,Y35-44
TR,2014,-6.8,Y35-44
UK,2014,21.5,Y35-44
AL,2014,:,Y45-54
AT,2014,26.7,Y45-54
BE,2014,7.6,Y45-54
BG,2014,17.5,Y45-54
CH,2014,22.5,Y45-54
CY,2014,25.1,Y45-54
CZ,2014,24.4,Y45-54
DE,2014,28.4,Y45-54
DK,2014,19.3,Y45-54
EE,2014,:,Y45-54
EL,2014,14.5,Y45-54
ES,2014,19,Y45-54
FI,2014,20.6,Y45-54
FR,2014,19.2,Y45-54
HR,2014,13.6,Y45-54
HU,2014,17.6,Y45-54
IE,2014,18.7,Y45-54
IS,2014,24.9,Y45-54
IT,2014,7.8,Y45-54
LT,2014,11.3,Y45-54
LU,2014,9.7,Y45-54
LV,2014,14.6,Y45-54
ME,2014,7.3,Y45-54
MK,2014,13.8,Y45-54
MT,2014,14,Y45-54
NL,2014,24.7,Y45-54
NO,2014,17.7,Y45-54
PL,2014,5.3,Y45-54
PT,2014,21.6,Y45-54
RO,2014,4.8,Y45-54
RS,2014,13.4,Y45-54
SE,2014,16.7,Y45-54
SI,2014,10.4,Y45-54
SK,2014,22.1,Y45-54
TR,2014,12.8,Y45-54
UK,2014,29.4,Y45-54
AL,2014,:,Y55-64
AT,2014,31.6,Y55-64
BE,2014,15.7,Y55-64
BG,2014,6,Y55-64
CH,2014,23.2,Y55-64
CY,2014,28.2,Y55-64
CZ,2014,16.3,Y55-64
DE,2014,27.7,Y55-64
DK,2014,17.2,Y55-64
EE,2014,:,Y55-64
EL,2014,17.5,Y55-64
ES,2014,21.1,Y55-64
FI,2014,22.8,Y55-64
FR,2014,21.3,Y55-64
HR,2014,6.5,Y55-64
HU,2014,11,Y55-64
IE,2014,24.6,Y55-64
IS,2014,21.9,Y55-64
IT,2014,7.2,Y55-64
LT,2014,10.6,Y55-64
LU,2014,16.7,Y55-64
LV,2014,14.4,Y55-64
ME,2014,14.6,Y55-64
MK,2014,7.7,Y55-64
MT,2014,9,Y55-64
NL,2014,25.1,Y55-64
NO,2014,20.1,Y55-64
PL,2014,6,Y55-64
PT,2014,17.2,Y55-64
RO,2014,2.8,Y55-64
RS,2014,2.7,Y55-64
SE,2014,16,Y55-64
SI,2014,3.3,Y55-64
SK,2014,18.3,Y55-64
TR,2014,-2.4,Y55-64
UK,2014,27,Y55-64
AL,2014,:,Y_GE65
AT,2014,31.7,Y_GE65
BE,2014,14.5,Y_GE65
BG,2014,1.8,Y_GE65
CH,2014,31.7,Y_GE65
CY,2014,52.9,Y_GE65
CZ,2014,25.5,Y_GE65
DE,2014,17,Y_GE65
DK,2014,13.4,Y_GE65
EE,2014,:,Y_GE65
EL,2014,4.8,Y_GE65
ES,2014,45.3,Y_GE65
FI,2014,26,Y_GE65
FR,2014,30.1,Y_GE65
HR,2014,23.6,Y_GE65
HU,2014,18.8,Y_GE65
IE,2014,28.4,Y_GE65
IS,2014,20.8,Y_GE65
IT,2014,37.6,Y_GE65
LT,2014,14.7,Y_GE65
LU,2014,30.8,Y_GE65
LV,2014,15.7,Y_GE65
ME,2014,12.4,Y_GE65
MK,2014,37.6,Y_GE65
MT,2014,20,Y_GE65
NL,2014,19.4,Y_GE65
NO,2014,17.5,Y_GE65
PL,2014,-4.9,Y_GE65
PT,2014,42.8,Y_GE65
RO,2014,18,Y_GE65
RS,2014,27,Y_GE65
SE,2014,13.4,Y_GE65
SI,2014,4.3,Y_GE65
SK,2014,17.7,Y_GE65
TR,2014,25.7,Y_GE65
UK,2014,26.2,Y_GE65
AL,2014,:,Y_LT25
AT,2014,8.7,Y_LT25
BE,2014,-2.3,Y_LT25
BG,2014,6.7,Y_LT25
CH,2014,4,Y_LT25
CY,2014,5.4,Y_LT25
CZ,2014,12.4,Y_LT25
DE,2014,5.9,Y_LT25
DK,2014,5.6,Y_LT25
EE,2014,:,Y_LT25
EL,2014,-0.2,Y_LT25
ES,2014,5.7,Y_LT25
FI,2014,4.3,Y_LT25
FR,2014,-3.8,Y_LT25
HR,2014,2.7,Y_LT25
HU,2014,8.2,Y_LT25
IE,2014,7.3,Y_LT25
IS,2014,2.6,Y_LT25
IT,2014,8.7,Y_LT25
LT,2014,10.5,Y_LT25
LU,2014,-4.4,Y_LT25
LV,2014,14,Y_LT25
ME,2014,4.6,Y_LT25
MK,2014,3.5,Y_LT25
MT,2014,0.5,Y_LT25
NL,2014,0.6,Y_LT25
NO,2014,4,Y_LT25
PL,2014,8.8,Y_LT25
PT,2014,7.2,Y_LT25
RO,2014,-1.1,Y_LT25
RS,2014,6.7,Y_LT25
SE,2014,5.3,Y_LT25
SI,2014,5.9,Y_LT25
SK,2014,11.5,Y_LT25
TR,2014,-2.9,Y_LT25
UK,2014,4.4,Y_LT25
AL,2013,:,Y25-34
AT,2013,:,Y25-34
BE,2013,1.7,Y25-34
BG,2013,13.2,Y25-34
CH,2013,7.8,Y25-34
CY,2013,-0.9,Y25-34
CZ,2013,12.5,Y25-34
DE,2013,:,Y25-34
DK,2013,12.1,Y25-34
EE,2013,:,Y25-34
EL,2013,:,Y25-34
ES,2013,9.9,Y25-34
FI,2013,13.1,Y25-34
FR,2013,8.9,Y25-34
HR,2013,-3.4,Y25-34
HU,2013,9.6,Y25-34
IE,2013,3,Y25-34
IS,2013,12.9,Y25-34
IT,2013,4.2,Y25-34
LT,2013,11.5,Y25-34
LU,2013,:,Y25-34
LV,2013,:,Y25-34
ME,2013,:,Y25-34
MK,2013,:,Y25-34
MT,2013,6.6,Y25-34
NL,2013,0,Y25-34
NO,2013,8.5,Y25-34
PL,2013,8.1,Y25-34
PT,2013,4.5,Y25-34
RO,2013,1.5,Y25-34
RS,2013,:,Y25-34
SE,2013,9.4,Y25-34
SI,2013,3.8,Y25-34
SK,2013,13.2,Y25-34
TR,2013,:,Y25-34
UK,2013,7.2,Y25-34
AL,2013,:,Y35-44
AT,2013,:,Y35-44
BE,2013,6.7,Y35-44
BG,2013,19.9,Y35-44
CH,2013,16,Y35-44
CY,2013,11.4,Y35-44
CZ,2013,28.5,Y35-44
DE,2013,:,Y35-44
DK,2013,18,Y35-44
EE,2013,:,Y35-44
EL,2013,:,Y35-44
ES,2013,15.9,Y35-44
FI,2013,19.8,Y35-44
FR,2013,13.6,Y35-44
HR,2013,9.3,Y35-44
HU,2013,21.3,Y35-44
IE,2013,12.1,Y35-44
IS,2013,22.5,Y35-44
IT,2013,9,Y35-44
LT,2013,17.5,Y35-44
LU,2013,:,Y35-44
LV,2013,:,Y35-44
ME,2013,:,Y35-44
MK,2013,:,Y35-44
MT,2013,12.2,Y35-44
NL,2013,14.3,Y35-44
NO,2013,15,Y35-44
PL,2013,12.2,Y35-44
PT,2013,11.4,Y35-44
RO,2013,7.6,Y35-44
RS,2013,:,Y35-44
SE,2013,16.7,Y35-44
SI,2013,8.9,Y35-44
SK,2013,24.3,Y35-44
TR,2013,:,Y35-44
UK,2013,22.1,Y35-44
AL,2013,:,Y45-54
AT,2013,:,Y45-54
BE,2013,8.7,Y45-54
BG,2013,17.6,Y45-54
CH,2013,22.6,Y45-54
CY,2013,25.7,Y45-54
CZ,2013,23.8,Y45-54
DE,2013,:,Y45-54
DK,2013,19.5,Y45-54
EE,2013,:,Y45-54
EL,2013,:,Y45-54
ES,2013,19.6,Y45-54
FI,2013,19.9,Y45-54
FR,2013,19.4,Y45-54
HR,2013,9,Y45-54
HU,2013,23.8,Y45-54
IE,2013,19.6,Y45-54
IS,2013,24.9,Y45-54
IT,2013,9.1,Y45-54
LT,2013,10.8,Y45-54
LU,2013,:,Y45-54
LV,2013,:,Y45-54
ME,2013,:,Y45-54
MK,2013,:,Y45-54
MT,2013,10.8,Y45-54
NL,2013,24.2,Y45-54
NO,2013,18.4,Y45-54
PL,2013,5.6,Y45-54
PT,2013,18.3,Y45-54
RO,2013,6.4,Y45-54
RS,2013,:,Y45-54
SE,2013,17.8,Y45-54
SI,2013,11.1,Y45-54
SK,2013,21.3,Y45-54
TR,2013,:,Y45-54
UK,2013,30.1,Y45-54
AL,2013,:,Y55-64
AT,2013,:,Y55-64
BE,2013,16.2,Y55-64
BG,2013,6.6,Y55-64
CH,2013,23.3,Y55-64
CY,2013,28.9,Y55-64
CZ,2013,16.6,Y55-64
DE,2013,:,Y55-64
DK,2013,17.4,Y55-64
EE,2013,:,Y55-64
EL,2013,:,Y55-64
ES,2013,23,Y55-64
FI,2013,23.1,Y55-64
FR,2013,21.6,Y55-64
HR,2013,1.3,Y55-64
HU,2013,19.1,Y55-64
IE,2013,22.7,Y55-64
IS,2013,23.4,Y55-64
IT,2013,5.2,Y55-64
LT,2013,9.4,Y55-64
LU,2013,:,Y55-64
LV,2013,:,Y55-64
ME,2013,:,Y55-64
MK,2013,:,Y55-64
MT,2013,5.5,Y55-64
NL,2013,24.1,Y55-64
NO,2013,20.6,Y55-64
PL,2013,6.9,Y55-64
PT,2013,15.4,Y55-64
RO,2013,4.3,Y55-64
RS,2013,:,Y55-64
SE,2013,17,Y55-64
SI,2013,4.7,Y55-64
SK,2013,17.6,Y55-64
TR,2013,:,Y55-64
UK,2013,26.2,Y55-64
AL,2013,:,Y_GE65
AT,2013,:,Y_GE65
BE,2013,12.3,Y_GE65
BG,2013,-2.5,Y_GE65
CH,2013,32,Y_GE65
CY,2013,46.1,Y_GE65
CZ,2013,23.9,Y_GE65
DE,2013,:,Y_GE65
DK,2013,13.2,Y_GE65
EE,2013,:,Y_GE65
EL,2013,:,Y_GE65
ES,2013,43.5,Y_GE65
FI,2013,22.9,Y_GE65
FR,2013,30.9,Y_GE65
HR,2013,13.7,Y_GE65
HU,2013,21.4,Y_GE65
IE,2013,25.1,Y_GE65
IS,2013,22.4,Y_GE65
IT,2013,:,Y_GE65
LT,2013,11.2,Y_GE65
LU,2013,:,Y_GE65
LV,2013,:,Y_GE65
ME,2013,:,Y_GE65
MK,2013,:,Y_GE65
MT,2013,17.8,Y_GE65
NL,2013,19.3,Y_GE65
NO,2013,18.3,Y_GE65
PL,2013,5.1,Y_GE65
PT,2013,36.7,Y_GE65
RO,2013,20.5,Y_GE65
RS,2013,:,Y_GE65
SE,2013,:,Y_GE65
SI,2013,-3.6,Y_GE65
SK,2013,14,Y_GE65
TR,2013,:,Y_GE65
UK,2013,27,Y_GE65
AL,2013,:,Y_LT25
AT,2013,:,Y_LT25
BE,2013,-0.8,Y_LT25
BG,2013,6.8,Y_LT25
CH,2013,4.3,Y_LT25
CY,2013,4.6,Y_LT25
CZ,2013,11.7,Y_LT25
DE,2013,:,Y_LT25
DK,2013,5.8,Y_LT25
EE,2013,:,Y_LT25
EL,2013,:,Y_LT25
ES,2013,7.3,Y_LT25
FI,2013,6.2,Y_LT25
FR,2013,-4.4,Y_LT25
HR,2013,0.2,Y_LT25
HU,2013,2.8,Y_LT25
IE,2013,4.8,Y_LT25
IS,2013,4.2,Y_LT25
IT,2013,12.5,Y_LT25
LT,2013,8.4,Y_LT25
LU,2013,:,Y_LT25
LV,2013,:,Y_LT25
ME,2013,:,Y_LT25
MK,2013,:,Y_LT25
MT,2013,1.1,Y_LT25
NL,2013,1.2,Y_LT25
NO,2013,4.8,Y_LT25
PL,2013,7.3,Y_LT25
PT,2013,8.6,Y_LT25
RO,2013,-0.4,Y_LT25
RS,2013,:,Y_LT25
SE,2013,5.4,Y_LT25
SI,2013,3.6,Y_LT25
SK,2013,9.5,Y_LT25
TR,2013,:,Y_LT25
UK,2013,5.5,Y_LT25
AL,2012,:,Y25-34
AT,2012,:,Y25-34
BE,2012,2.4,Y25-34
BG,2012,13.9,Y25-34
CH,2012,7.7,Y25-34
CY,2012,-0.8,Y25-34
CZ,2012,13.3,Y25-34
DE,2012,:,Y25-34
DK,2012,13.3,Y25-34
EE,2012,:,Y25-34
EL,2012,:,Y25-34
ES,2012,11.8,Y25-34
FI,2012,13.3,Y25-34
FR,2012,8.4,Y25-34
HR,2012,:,Y25-34
HU,2012,12.6,Y25-34
IE,2012,1.3,Y25-34
IS,2012,9.8,Y25-34
IT,2012,6.6,Y25-34
LT,2012,10.7,Y25-34
LU,2012,:,Y25-34
LV,2012,:,Y25-34
ME,2012,:,Y25-34
MK,2012,:,Y25-34
MT,2012,5.2,Y25-34
NL,2012,1.8,Y25-34
NO,2012,7.9,Y25-34
PL,2012,6.3,Y25-34
PT,2012,5.7,Y25-34
RO,2012,1.7,Y25-34
RS,2012,:,Y25-34
SE,2012,10,Y25-34
SI,2012,1.4,Y25-34
SK,2012,15.3,Y25-34
TR,2012,:,Y25-34
UK,2012,8.8,Y25-34
AL,2012,:,Y35-44
AT,2012,:,Y35-44
BE,2012,7.7,Y35-44
BG,2012,20.9,Y35-44
CH,2012,15.8,Y35-44
CY,2012,11.9,Y35-44
CZ,2012,29.2,Y35-44
DE,2012,:,Y35-44
DK,2012,18.5,Y35-44
EE,2012,:,Y35-44
EL,2012,:,Y35-44
